token_id,num_classes,classes,total_usage,TUM,STR,LYM,NEC,dominant_class,confidence
4278,4,"TUM,STR,LYM,NEC",6934,3783,1971,284,896,TUM,0.5456
4199,4,"TUM,STR,LYM,NEC",6921,3454,2364,361,742,TUM,0.4991
5038,4,"TUM,STR,LYM,NEC",6918,2658,1824,1868,568,TUM,0.3842
2180,4,"TUM,STR,LYM,NEC",6906,3822,1769,463,852,TUM,0.5534
4261,4,"TUM,STR,LYM,NEC",6905,3318,2250,401,936,TUM,0.4805
4194,4,"TUM,STR,LYM,NEC",6898,3626,2304,272,696,TUM,0.5257
7484,4,"TUM,STR,LYM,NEC",6896,3436,2141,438,881,TUM,0.4983
3204,4,"TUM,STR,LYM,NEC",6875,3217,2785,284,589,TUM,0.4679
7485,4,"TUM,STR,LYM,NEC",6868,3532,2210,310,816,TUM,0.5143
2319,4,"TUM,STR,LYM,NEC",6848,3203,2323,467,855,TUM,0.4677
3971,4,"TUM,STR,LYM,NEC",6843,2982,2434,708,719,TUM,0.4358
4606,4,"TUM,STR,LYM,NEC",6815,3560,2142,397,716,TUM,0.5224
2751,4,"TUM,STR,LYM,NEC",6809,3501,2260,314,734,TUM,0.5142
3442,4,"TUM,STR,LYM,NEC",6805,3051,2172,795,787,TUM,0.4483
404,4,"TUM,STR,LYM,NEC",6794,3603,1936,391,864,TUM,0.5303
4833,4,"TUM,STR,LYM,NEC",6786,4078,1616,380,712,TUM,0.6009
7160,4,"TUM,STR,LYM,NEC",6779,3646,1742,587,804,TUM,0.5378
3981,4,"TUM,STR,LYM,NEC",6748,3204,2273,435,836,TUM,0.4748
7377,4,"TUM,STR,LYM,NEC",6739,3316,2534,366,523,TUM,0.4921
2018,4,"TUM,STR,LYM,NEC",6738,3165,2327,412,834,TUM,0.4697
5007,4,"TUM,STR,LYM,NEC",6707,3150,2716,267,574,TUM,0.4697
4501,4,"TUM,STR,LYM,NEC",6706,3885,1413,865,543,TUM,0.5793
2482,4,"TUM,STR,LYM,NEC",6668,3534,1992,290,852,TUM,0.53
6502,4,"TUM,STR,LYM,NEC",6657,3382,2187,336,752,TUM,0.508
4205,4,"TUM,STR,LYM,NEC",6650,3345,2326,362,617,TUM,0.503
254,4,"TUM,STR,LYM,NEC",6642,3721,1884,296,741,TUM,0.5602
2609,4,"TUM,STR,LYM,NEC",6641,3432,1981,330,898,TUM,0.5168
1897,4,"TUM,STR,LYM,NEC",6637,2729,2706,390,812,TUM,0.4112
6674,4,"TUM,STR,LYM,NEC",6619,3714,1881,320,704,TUM,0.5611
3500,4,"TUM,STR,LYM,NEC",6603,2974,2400,302,927,TUM,0.4504
4602,4,"TUM,STR,LYM,NEC",6575,2631,2468,530,946,TUM,0.4002
4369,4,"TUM,STR,LYM,NEC",6570,3393,2022,385,770,TUM,0.5164
3011,4,"TUM,STR,LYM,NEC",6562,3574,2140,308,540,TUM,0.5447
4533,4,"TUM,STR,LYM,NEC",6560,3518,1691,552,799,TUM,0.5363
3296,4,"TUM,STR,LYM,NEC",6552,3166,1606,1228,552,TUM,0.4832
8126,4,"TUM,STR,LYM,NEC",6545,3031,2423,325,766,TUM,0.4631
1833,4,"TUM,STR,LYM,NEC",6536,3201,2185,405,745,TUM,0.4897
5454,4,"TUM,STR,LYM,NEC",6531,3859,1545,475,652,TUM,0.5909
7540,4,"TUM,STR,LYM,NEC",6521,4126,1262,620,513,TUM,0.6327
6222,4,"TUM,STR,LYM,NEC",6520,3444,1978,288,810,TUM,0.5282
5671,4,"TUM,STR,LYM,NEC",6516,2798,2569,272,877,TUM,0.4294
2265,4,"TUM,STR,LYM,NEC",6511,3465,1851,418,777,TUM,0.5322
3365,4,"TUM,STR,LYM,NEC",6510,2965,2294,504,747,TUM,0.4555
3144,4,"TUM,STR,LYM,NEC",6506,3439,1925,351,791,TUM,0.5286
7392,4,"TUM,STR,LYM,NEC",6488,3097,2079,432,880,TUM,0.4773
6509,4,"TUM,STR,LYM,NEC",6478,3707,1645,275,851,TUM,0.5722
5509,4,"TUM,STR,LYM,NEC",6463,3079,2372,303,709,TUM,0.4764
5718,4,"TUM,STR,LYM,NEC",6456,3247,2002,364,843,TUM,0.5029
4340,4,"TUM,STR,LYM,NEC",6442,3375,2097,336,634,TUM,0.5239
2703,4,"TUM,STR,LYM,NEC",6437,3060,2174,481,722,TUM,0.4754
3434,4,"TUM,STR,LYM,NEC",6433,2883,2273,403,874,TUM,0.4482
3298,4,"TUM,STR,LYM,NEC",6429,3993,1338,507,591,TUM,0.6211
4240,4,"TUM,STR,LYM,NEC",6419,3441,1955,321,702,TUM,0.5361
1109,4,"TUM,STR,LYM,NEC",6410,3310,1873,373,854,TUM,0.5164
2502,4,"TUM,STR,LYM,NEC",6398,3507,1936,257,698,TUM,0.5481
2359,4,"TUM,STR,LYM,NEC",6385,2834,2165,663,723,TUM,0.4439
7152,4,"TUM,STR,LYM,NEC",6384,2900,2280,547,657,TUM,0.4543
12,4,"TUM,STR,LYM,NEC",6383,2936,2202,597,648,TUM,0.46
3459,4,"TUM,STR,LYM,NEC",6378,2659,2086,679,954,TUM,0.4169
319,4,"TUM,STR,LYM,NEC",6373,2389,2249,652,1083,TUM,0.3749
8185,4,"TUM,STR,LYM,NEC",6343,2656,2194,651,842,TUM,0.4187
553,4,"TUM,STR,LYM,NEC",6340,3820,1281,760,479,TUM,0.6025
1375,4,"TUM,STR,LYM,NEC",6334,3225,2120,270,719,TUM,0.5092
3079,4,"TUM,STR,LYM,NEC",6333,2920,1994,613,806,TUM,0.4611
8144,4,"TUM,STR,LYM,NEC",6330,3500,1793,339,698,TUM,0.5529
5133,4,"TUM,STR,LYM,NEC",6301,3939,1396,463,503,TUM,0.6251
321,4,"TUM,STR,LYM,NEC",6292,3953,1336,384,619,TUM,0.6283
6179,4,"TUM,STR,LYM,NEC",6287,2532,2250,606,899,TUM,0.4027
4072,4,"TUM,STR,LYM,NEC",6285,2760,2272,645,608,TUM,0.4391
5099,4,"TUM,STR,LYM,NEC",6285,3229,1799,432,825,TUM,0.5138
6306,4,"TUM,STR,LYM,NEC",6284,3326,1749,462,747,TUM,0.5293
3207,4,"TUM,STR,LYM,NEC",6269,3372,1778,350,769,TUM,0.5379
7539,4,"TUM,STR,LYM,NEC",6266,3635,1471,459,701,TUM,0.5801
7078,4,"TUM,STR,LYM,NEC",6256,3189,1942,355,770,TUM,0.5098
688,4,"TUM,STR,LYM,NEC",6254,3325,1916,298,715,TUM,0.5317
2477,4,"TUM,STR,LYM,NEC",6221,3215,1778,437,791,TUM,0.5168
6479,4,"TUM,STR,LYM,NEC",6213,2994,2095,419,705,TUM,0.4819
1846,4,"TUM,STR,LYM,NEC",6207,2917,2227,404,659,TUM,0.47
6217,4,"TUM,STR,LYM,NEC",6160,2716,2523,391,530,TUM,0.4409
3961,4,"TUM,STR,LYM,NEC",6158,3179,1970,322,687,TUM,0.5162
2685,4,"TUM,STR,LYM,NEC",6156,3274,1948,296,638,TUM,0.5318
1696,4,"TUM,STR,LYM,NEC",6137,2754,2303,498,582,TUM,0.4488
2841,4,"TUM,STR,LYM,NEC",6134,2549,2294,499,792,TUM,0.4156
7410,4,"TUM,STR,LYM,NEC",6134,2969,2184,300,681,TUM,0.484
4068,4,"TUM,STR,LYM,NEC",6129,2493,2207,556,873,TUM,0.4068
6190,4,"TUM,STR,LYM,NEC",6127,2658,2044,628,797,TUM,0.4338
1320,4,"TUM,STR,LYM,NEC",6107,3083,2194,240,590,TUM,0.5048
1905,4,"TUM,STR,LYM,NEC",6107,3868,1237,493,509,TUM,0.6334
4774,4,"TUM,STR,LYM,NEC",6104,3502,1542,307,753,TUM,0.5737
7738,4,"TUM,STR,LYM,NEC",6098,2683,2198,505,712,TUM,0.44
3254,4,"TUM,STR,LYM,NEC",6097,2837,2095,420,745,TUM,0.4653
4325,4,"TUM,STR,LYM,NEC",6094,2870,2273,399,552,TUM,0.471
6623,4,"TUM,STR,LYM,NEC",6073,3010,1965,290,808,TUM,0.4956
2115,4,"TUM,STR,LYM,NEC",6070,3043,1988,335,704,TUM,0.5013
1613,4,"TUM,STR,LYM,NEC",6066,3026,1932,399,709,TUM,0.4988
5610,4,"TUM,STR,LYM,NEC",6065,2485,1959,595,1026,TUM,0.4097
3501,4,"TUM,STR,LYM,NEC",6063,2713,2165,535,650,TUM,0.4475
4410,4,"TUM,STR,LYM,NEC",6060,3712,1287,565,496,TUM,0.6125
3708,4,"TUM,STR,LYM,NEC",6057,3404,1646,279,728,TUM,0.562
839,4,"TUM,STR,LYM,NEC",6046,2759,1914,497,876,TUM,0.4563
5673,4,"TUM,STR,LYM,NEC",6043,3065,2024,246,708,TUM,0.5072
7166,4,"TUM,STR,LYM,NEC",6043,2875,1824,530,814,TUM,0.4758
7604,4,"TUM,STR,LYM,NEC",6040,2659,2197,430,754,TUM,0.4402
4685,4,"TUM,STR,LYM,NEC",6038,2600,2517,274,647,TUM,0.4306
5555,4,"TUM,STR,LYM,NEC",6033,3196,1781,307,749,TUM,0.5298
6919,4,"TUM,STR,LYM,NEC",6033,3786,1480,340,427,TUM,0.6275
4993,4,"TUM,STR,LYM,NEC",6020,3809,1319,359,533,TUM,0.6327
2330,4,"TUM,STR,LYM,NEC",5999,3194,1763,260,782,TUM,0.5324
1361,4,"TUM,STR,LYM,NEC",5993,2634,2013,478,868,TUM,0.4395
2646,4,"TUM,STR,LYM,NEC",5993,2508,1982,653,850,TUM,0.4185
4622,4,"TUM,STR,LYM,NEC",5993,3098,2197,220,478,TUM,0.5169
8188,4,"TUM,STR,LYM,NEC",5991,2837,1497,1199,458,TUM,0.4735
4775,4,"TUM,STR,LYM,NEC",5990,2726,2221,434,609,TUM,0.4551
675,4,"TUM,STR,LYM,NEC",5985,3032,1903,320,730,TUM,0.5066
3858,4,"TUM,STR,LYM,NEC",5983,3768,1234,503,478,TUM,0.6298
6720,4,"TUM,STR,LYM,NEC",5981,3375,1568,356,682,TUM,0.5643
8003,4,"TUM,STR,LYM,NEC",5976,3173,1791,345,667,TUM,0.531
3200,4,"TUM,STR,LYM,NEC",5965,2771,1953,416,825,TUM,0.4645
8016,4,"TUM,STR,LYM,NEC",5944,3228,1697,374,645,TUM,0.5431
2801,4,"TUM,STR,LYM,NEC",5932,3512,1479,410,531,TUM,0.592
2062,4,"TUM,STR,LYM,NEC",5925,2567,2439,375,544,TUM,0.4332
982,4,"TUM,STR,LYM,NEC",5924,2978,1734,547,665,TUM,0.5027
662,4,"TUM,STR,LYM,NEC",5908,2619,1945,617,727,TUM,0.4433
7941,4,"TUM,STR,LYM,NEC",5891,3151,1724,255,761,TUM,0.5349
830,4,"TUM,STR,LYM,NEC",5885,2826,2071,348,640,TUM,0.4802
7876,4,"TUM,STR,LYM,NEC",5885,3275,1589,297,724,TUM,0.5565
4131,4,"TUM,STR,LYM,NEC",5881,2266,2103,554,958,TUM,0.3853
3675,4,"TUM,STR,LYM,NEC",5875,2978,1862,315,720,TUM,0.5069
7565,4,"TUM,STR,LYM,NEC",5870,3084,1575,471,740,TUM,0.5254
4286,4,"TUM,STR,LYM,NEC",5866,3125,1863,288,590,TUM,0.5327
3986,4,"TUM,STR,LYM,NEC",5859,3176,1709,259,715,TUM,0.5421
2812,4,"TUM,STR,LYM,NEC",5857,3294,1576,402,585,TUM,0.5624
1877,4,"TUM,STR,LYM,NEC",5855,2666,2416,284,489,TUM,0.4553
4168,4,"TUM,STR,LYM,NEC",5850,2473,1927,578,872,TUM,0.4227
4251,4,"TUM,STR,LYM,NEC",5823,3384,1412,440,587,TUM,0.5811
2043,4,"TUM,STR,LYM,NEC",5812,2681,2074,514,543,TUM,0.4613
6619,4,"TUM,STR,LYM,NEC",5812,2410,2229,511,662,TUM,0.4147
7698,4,"TUM,STR,LYM,NEC",5796,2824,1900,421,651,TUM,0.4872
1992,4,"TUM,STR,LYM,NEC",5794,2428,1838,1015,513,TUM,0.4191
872,4,"TUM,STR,LYM,NEC",5792,3342,1488,245,717,TUM,0.577
578,4,"TUM,STR,LYM,NEC",5790,2408,1985,609,788,TUM,0.4159
8073,4,"TUM,STR,LYM,NEC",5789,2998,1669,439,683,TUM,0.5179
5101,4,"TUM,STR,LYM,NEC",5788,3195,1644,307,642,TUM,0.552
7824,4,"TUM,STR,LYM,NEC",5782,3175,1609,262,736,TUM,0.5491
3597,4,"TUM,STR,LYM,NEC",5779,3321,1398,497,563,TUM,0.5747
1780,4,"TUM,STR,LYM,NEC",5772,2917,1841,349,665,TUM,0.5054
6326,4,"TUM,STR,LYM,NEC",5753,2485,2096,577,595,TUM,0.4319
1270,4,"TUM,STR,LYM,NEC",5749,2959,1771,344,675,TUM,0.5147
5499,4,"TUM,STR,LYM,NEC",5736,3221,1624,274,617,TUM,0.5615
3114,4,"TUM,STR,LYM,NEC",5731,2735,2075,269,652,TUM,0.4772
5541,4,"TUM,STR,LYM,NEC",5728,2792,1867,341,728,TUM,0.4874
1857,4,"TUM,STR,LYM,NEC",5718,2829,1807,380,702,TUM,0.4948
3729,4,"TUM,STR,LYM,NEC",5714,3117,1642,387,568,TUM,0.5455
6269,4,"TUM,STR,LYM,NEC",5714,2540,2105,431,638,TUM,0.4445
7828,4,"TUM,STR,LYM,NEC",5713,2885,1868,302,658,TUM,0.505
1811,4,"TUM,STR,LYM,NEC",5704,2524,2024,474,682,TUM,0.4425
5859,4,"TUM,STR,LYM,NEC",5699,2682,2036,403,578,TUM,0.4706
5686,4,"TUM,STR,LYM,NEC",5697,2965,1784,290,658,TUM,0.5204
1440,4,"TUM,STR,LYM,NEC",5696,2801,1929,306,660,TUM,0.4917
5701,4,"TUM,STR,LYM,NEC",5686,2447,2300,260,679,TUM,0.4304
7709,4,"TUM,STR,LYM,NEC",5686,3374,1597,219,496,TUM,0.5934
7750,4,"TUM,STR,LYM,NEC",5685,2543,2178,297,667,TUM,0.4473
5910,4,"TUM,STR,LYM,NEC",5659,3301,1465,363,530,TUM,0.5833
4063,4,"TUM,STR,LYM,NEC",5657,2444,1883,464,866,TUM,0.432
3208,4,"TUM,STR,LYM,NEC",5650,2991,1805,236,618,TUM,0.5294
1367,4,"TUM,STR,LYM,NEC",5639,2902,1738,301,698,TUM,0.5146
604,4,"TUM,STR,LYM,NEC",5632,2531,1935,480,686,TUM,0.4494
3151,4,"TUM,STR,LYM,NEC",5627,3265,1436,244,682,TUM,0.5802
6036,4,"TUM,STR,LYM,NEC",5625,2942,1547,446,690,TUM,0.523
3893,4,"TUM,STR,LYM,NEC",5611,2297,1867,601,846,TUM,0.4094
1794,4,"TUM,STR,LYM,NEC",5610,2821,1923,313,553,TUM,0.5029
1235,4,"TUM,STR,LYM,NEC",5606,2723,1290,1134,459,TUM,0.4857
5946,4,"TUM,STR,LYM,NEC",5600,3054,1787,231,528,TUM,0.5454
6173,4,"TUM,STR,LYM,NEC",5597,3041,1676,255,625,TUM,0.5433
2267,4,"TUM,STR,LYM,NEC",5595,2706,2008,339,542,TUM,0.4836
7790,4,"TUM,STR,LYM,NEC",5575,2467,2014,406,688,TUM,0.4425
2198,4,"TUM,STR,LYM,NEC",5557,3271,1434,283,569,TUM,0.5886
3176,4,"TUM,STR,LYM,NEC",5554,2775,1666,404,709,TUM,0.4996
2644,4,"TUM,STR,LYM,NEC",5551,2846,1605,425,675,TUM,0.5127
7649,4,"TUM,STR,LYM,NEC",5546,3350,1292,360,544,TUM,0.604
2794,4,"TUM,STR,LYM,NEC",5539,2492,1806,446,795,TUM,0.4499
3115,4,"TUM,STR,LYM,NEC",5537,2523,1819,406,789,TUM,0.4557
965,4,"TUM,STR,LYM,NEC",5528,2727,1976,257,568,TUM,0.4933
6766,4,"TUM,STR,LYM,NEC",5526,2494,1989,361,682,TUM,0.4513
6428,4,"TUM,STR,LYM,NEC",5520,3601,1148,314,457,TUM,0.6524
2299,4,"TUM,STR,LYM,NEC",5512,3037,1518,304,653,TUM,0.551
6830,4,"TUM,STR,LYM,NEC",5510,3113,1439,315,643,TUM,0.565
2223,4,"TUM,STR,LYM,NEC",5495,2529,1947,343,676,TUM,0.4602
3356,4,"TUM,STR,LYM,NEC",5495,2285,2384,229,597,STR,0.4338
6265,4,"TUM,STR,LYM,NEC",5476,2299,2058,425,694,TUM,0.4198
7162,4,"TUM,STR,LYM,NEC",5476,2624,1393,930,529,TUM,0.4792
804,4,"TUM,STR,LYM,NEC",5474,2687,1780,282,725,TUM,0.4909
7353,4,"TUM,STR,LYM,NEC",5465,2860,1781,275,549,TUM,0.5233
6655,4,"TUM,STR,LYM,NEC",5462,2649,1794,351,668,TUM,0.485
6727,4,"TUM,STR,LYM,NEC",5446,2608,1837,375,626,TUM,0.4789
879,4,"TUM,STR,LYM,NEC",5443,2869,1765,237,572,TUM,0.5271
6711,4,"TUM,STR,LYM,NEC",5441,3313,1170,432,526,TUM,0.6089
6588,4,"TUM,STR,LYM,NEC",5439,2326,1943,496,674,TUM,0.4277
262,4,"TUM,STR,LYM,NEC",5429,2329,1847,502,751,TUM,0.429
1196,4,"TUM,STR,LYM,NEC",5429,2798,1526,390,715,TUM,0.5154
3192,4,"TUM,STR,LYM,NEC",5429,2600,1900,325,604,TUM,0.4789
2917,4,"TUM,STR,LYM,NEC",5421,2172,2015,441,793,TUM,0.4007
7595,4,"TUM,STR,LYM,NEC",5421,2566,1859,362,634,TUM,0.4733
7875,4,"TUM,STR,LYM,NEC",5421,3303,1343,255,520,TUM,0.6093
6633,4,"TUM,STR,LYM,NEC",5417,2612,1660,362,783,TUM,0.4822
612,4,"TUM,STR,LYM,NEC",5416,3225,1329,237,625,TUM,0.5955
8037,4,"TUM,STR,LYM,NEC",5410,3038,1537,260,575,TUM,0.5616
1602,4,"TUM,STR,LYM,NEC",5403,2758,1907,248,490,TUM,0.5105
3896,4,"TUM,STR,LYM,NEC",5399,3121,1420,263,595,TUM,0.5781
5799,4,"TUM,STR,LYM,NEC",5393,3150,1217,650,376,TUM,0.5841
7093,4,"TUM,STR,LYM,NEC",5379,3309,1248,359,463,TUM,0.6152
912,4,"TUM,STR,LYM,NEC",5378,2174,1875,513,816,TUM,0.4042
6950,4,"TUM,STR,LYM,NEC",5373,2784,1559,341,689,TUM,0.5181
1169,4,"TUM,STR,LYM,NEC",5372,2609,1684,363,716,TUM,0.4857
2320,4,"TUM,STR,LYM,NEC",5370,2235,2334,259,542,STR,0.4346
2919,4,"TUM,STR,LYM,NEC",5353,2250,1939,505,659,TUM,0.4203
495,4,"TUM,STR,LYM,NEC",5346,2346,2079,330,591,TUM,0.4388
5682,4,"TUM,STR,LYM,NEC",5342,2575,1766,377,624,TUM,0.482
5163,4,"TUM,STR,LYM,NEC",5326,2344,1890,489,603,TUM,0.4401
7352,4,"TUM,STR,LYM,NEC",5312,2905,1583,235,589,TUM,0.5469
1280,4,"TUM,STR,LYM,NEC",5302,3186,1303,386,427,TUM,0.6009
591,4,"TUM,STR,LYM,NEC",5297,3184,1216,291,606,TUM,0.6011
3199,4,"TUM,STR,LYM,NEC",5294,3106,1511,210,467,TUM,0.5867
2476,4,"TUM,STR,LYM,NEC",5275,2800,1533,287,655,TUM,0.5308
7470,4,"TUM,STR,LYM,NEC",5271,2790,1507,286,688,TUM,0.5293
932,4,"TUM,STR,LYM,NEC",5261,2296,2136,303,526,TUM,0.4364
4582,4,"TUM,STR,LYM,NEC",5261,2568,1629,362,702,TUM,0.4881
5515,4,"TUM,STR,LYM,NEC",5261,3313,1147,348,453,TUM,0.6297
3349,4,"TUM,STR,LYM,NEC",5245,3378,1091,368,408,TUM,0.644
5114,4,"TUM,STR,LYM,NEC",5229,2310,1822,366,731,TUM,0.4418
6999,4,"TUM,STR,LYM,NEC",5229,2679,1365,582,603,TUM,0.5123
686,4,"TUM,STR,LYM,NEC",5222,2277,1984,342,619,TUM,0.436
3437,4,"TUM,STR,LYM,NEC",5222,2862,1708,190,462,TUM,0.5481
1631,4,"TUM,STR,LYM,NEC",5218,2795,1598,234,591,TUM,0.5356
2411,4,"TUM,STR,LYM,NEC",5218,3188,1081,595,354,TUM,0.611
7324,4,"TUM,STR,LYM,NEC",5218,3144,1293,209,572,TUM,0.6025
8000,4,"TUM,STR,LYM,NEC",5208,2863,1370,279,696,TUM,0.5497
1384,4,"TUM,STR,LYM,NEC",5204,2742,1542,281,639,TUM,0.5269
1159,4,"TUM,STR,LYM,NEC",5198,2513,1585,400,700,TUM,0.4835
2157,4,"TUM,STR,LYM,NEC",5187,2131,1321,1268,467,TUM,0.4108
6511,4,"TUM,STR,LYM,NEC",5187,2420,1676,414,677,TUM,0.4666
2885,4,"TUM,STR,LYM,NEC",5186,2932,1357,232,665,TUM,0.5654
7937,4,"TUM,STR,LYM,NEC",5171,2584,1878,231,478,TUM,0.4997
4116,4,"TUM,STR,LYM,NEC",5170,2396,1788,323,663,TUM,0.4634
2012,4,"TUM,STR,LYM,NEC",5135,3102,1306,226,501,TUM,0.6041
2228,4,"TUM,STR,LYM,NEC",5120,2502,1739,241,638,TUM,0.4887
5179,4,"TUM,STR,LYM,NEC",5120,3266,1014,480,360,TUM,0.6379
2106,4,"TUM,STR,LYM,NEC",5118,2450,1686,326,656,TUM,0.4787
5383,4,"TUM,STR,LYM,NEC",5117,2735,1515,271,596,TUM,0.5345
3618,4,"TUM,STR,LYM,NEC",5114,2723,1635,204,552,TUM,0.5325
6191,4,"TUM,STR,LYM,NEC",5111,2397,1781,341,592,TUM,0.469
3536,4,"TUM,STR,LYM,NEC",5102,2652,1525,304,621,TUM,0.5198
4447,4,"TUM,STR,LYM,NEC",5098,2473,1816,225,584,TUM,0.4851
2400,4,"TUM,STR,LYM,NEC",5090,2659,1443,350,638,TUM,0.5224
6881,4,"TUM,STR,LYM,NEC",5060,2389,1632,391,648,TUM,0.4721
630,4,"TUM,STR,LYM,NEC",5059,1899,1596,545,1019,TUM,0.3754
2997,4,"TUM,STR,LYM,NEC",5055,2886,1326,236,607,TUM,0.5709
901,4,"TUM,STR,LYM,NEC",5052,2559,1752,185,556,TUM,0.5065
3029,4,"TUM,STR,LYM,NEC",5044,3080,1134,251,579,TUM,0.6106
5527,4,"TUM,STR,LYM,NEC",5044,2532,1706,292,514,TUM,0.502
3329,4,"TUM,STR,LYM,NEC",5040,2590,1525,332,593,TUM,0.5139
5842,4,"TUM,STR,LYM,NEC",5040,2847,1328,357,508,TUM,0.5649
7303,4,"TUM,STR,LYM,NEC",5039,2807,1450,207,575,TUM,0.5571
3433,4,"TUM,STR,LYM,NEC",5023,2650,1582,200,591,TUM,0.5276
153,4,"TUM,STR,LYM,NEC",5022,2508,1542,331,641,TUM,0.4994
154,4,"TUM,STR,LYM,NEC",5018,2992,1304,213,509,TUM,0.5963
196,4,"TUM,STR,LYM,NEC",5014,2644,1400,283,687,TUM,0.5273
3094,4,"TUM,STR,LYM,NEC",5014,2464,1749,179,622,TUM,0.4914
1755,4,"TUM,STR,LYM,NEC",5011,2594,1487,288,642,TUM,0.5177
2292,4,"TUM,STR,LYM,NEC",4999,2508,1199,815,477,TUM,0.5017
5606,4,"TUM,STR,LYM,NEC",4983,2918,1183,318,564,TUM,0.5856
4419,4,"TUM,STR,LYM,NEC",4981,2569,1577,225,610,TUM,0.5158
5754,4,"TUM,STR,LYM,NEC",4977,2765,1415,249,548,TUM,0.5556
2101,4,"TUM,STR,LYM,NEC",4970,2877,1360,235,498,TUM,0.5789
4527,4,"TUM,STR,LYM,NEC",4953,2892,1298,201,562,TUM,0.5839
6908,4,"TUM,STR,LYM,NEC",4952,2786,1085,717,364,TUM,0.5626
5357,4,"TUM,STR,LYM,NEC",4945,2378,1483,348,736,TUM,0.4809
7448,4,"TUM,STR,LYM,NEC",4942,2194,1711,406,631,TUM,0.4439
7035,4,"TUM,STR,LYM,NEC",4931,1875,1770,565,721,TUM,0.3802
5873,4,"TUM,STR,LYM,NEC",4926,2823,1269,240,594,TUM,0.5731
6022,4,"TUM,STR,LYM,NEC",4919,2075,1682,466,696,TUM,0.4218
1845,4,"TUM,STR,LYM,NEC",4903,2156,1870,413,464,TUM,0.4397
5600,4,"TUM,STR,LYM,NEC",4892,2263,1924,267,438,TUM,0.4626
1042,4,"TUM,STR,LYM,NEC",4881,2210,1426,597,648,TUM,0.4528
1063,4,"TUM,STR,LYM,NEC",4879,2844,1233,313,489,TUM,0.5829
3625,4,"TUM,STR,LYM,NEC",4864,2943,1175,299,447,TUM,0.6051
5177,4,"TUM,STR,LYM,NEC",4855,2488,1636,219,512,TUM,0.5125
5477,4,"TUM,STR,LYM,NEC",4853,2657,1397,261,538,TUM,0.5475
4811,4,"TUM,STR,LYM,NEC",4851,2574,1387,301,589,TUM,0.5306
5302,4,"TUM,STR,LYM,NEC",4838,2386,1681,203,568,TUM,0.4932
2034,4,"TUM,STR,LYM,NEC",4836,2009,1649,450,728,TUM,0.4154
3841,4,"TUM,STR,LYM,NEC",4834,2338,1560,324,612,TUM,0.4837
3243,4,"TUM,STR,LYM,NEC",4831,2204,1673,282,672,TUM,0.4562
5585,4,"TUM,STR,LYM,NEC",4830,2271,1719,328,512,TUM,0.4702
4425,4,"TUM,STR,LYM,NEC",4825,2447,1641,222,515,TUM,0.5072
7016,4,"TUM,STR,LYM,NEC",4807,2836,1040,479,452,TUM,0.59
1772,4,"TUM,STR,LYM,NEC",4802,1929,2057,238,578,STR,0.4284
3631,4,"TUM,STR,LYM,NEC",4799,2207,1762,280,550,TUM,0.4599
4673,4,"TUM,STR,LYM,NEC",4797,2784,1077,429,507,TUM,0.5804
5947,4,"TUM,STR,LYM,NEC",4790,2193,1605,388,604,TUM,0.4578
3438,4,"TUM,STR,LYM,NEC",4788,2911,1012,404,461,TUM,0.608
5461,4,"TUM,STR,LYM,NEC",4786,2648,1379,233,526,TUM,0.5533
2127,4,"TUM,STR,LYM,NEC",4783,1946,1768,426,643,TUM,0.4069
5171,4,"TUM,STR,LYM,NEC",4783,2440,1709,188,446,TUM,0.5101
5708,4,"TUM,STR,LYM,NEC",4783,2913,1136,205,529,TUM,0.609
7721,4,"TUM,STR,LYM,NEC",4780,2404,1516,272,588,TUM,0.5029
3926,4,"TUM,STR,LYM,NEC",4776,2096,1791,381,508,TUM,0.4389
6521,4,"TUM,STR,LYM,NEC",4768,2156,1652,315,645,TUM,0.4522
211,4,"TUM,STR,LYM,NEC",4767,2207,1585,341,634,TUM,0.463
1862,4,"TUM,STR,LYM,NEC",4753,2596,1288,328,541,TUM,0.5462
1655,4,"TUM,STR,LYM,NEC",4747,2889,978,472,408,TUM,0.6086
2054,4,"TUM,STR,LYM,NEC",4746,2102,1824,374,446,TUM,0.4429
3678,4,"TUM,STR,LYM,NEC",4731,2064,1640,402,625,TUM,0.4363
6984,4,"TUM,STR,LYM,NEC",4730,2935,1040,364,391,TUM,0.6205
7001,4,"TUM,STR,LYM,NEC",4724,2221,1581,407,515,TUM,0.4702
3195,4,"TUM,STR,LYM,NEC",4723,2221,1775,185,542,TUM,0.4703
6801,4,"TUM,STR,LYM,NEC",4723,2780,1127,257,559,TUM,0.5886
3299,4,"TUM,STR,LYM,NEC",4721,2572,1297,281,571,TUM,0.5448
6095,4,"TUM,STR,LYM,NEC",4701,2137,1611,324,629,TUM,0.4546
7223,4,"TUM,STR,LYM,NEC",4694,2035,1328,660,671,TUM,0.4335
2770,4,"TUM,STR,LYM,NEC",4676,2767,1126,273,510,TUM,0.5917
4843,4,"TUM,STR,LYM,NEC",4676,2148,1714,388,426,TUM,0.4594
3861,4,"TUM,STR,LYM,NEC",4674,2677,1043,500,454,TUM,0.5727
5386,4,"TUM,STR,LYM,NEC",4672,2442,1402,275,553,TUM,0.5227
4587,4,"TUM,STR,LYM,NEC",4666,2725,1150,255,536,TUM,0.584
